Source_Name_1,match1,TEAM,Bowler,Overs,Balls,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls,Index
52,GT_RCB_52,RCB,Vijaykumar Vyshak,3.3,21,0,23,2,1,0,0,10,3955
52,GT_RCB_52,RCB,Karn Sharma,3,18,0,42,1,0,0,0,6,3956
52,GT_RCB_52,GT,Mohit Sharma,2,12,0,32,0,0,0,0,2,3995
52,GT_RCB_52,GT,Joshua Little,4,24,0,45,4,1,0,0,9,3996
52,GT_RCB_52,GT,Manav Suthar,2,12,0,26,0,0,0,0,4,3997
52,GT_RCB_52,GT,Noor Ahmad,4,24,0,23,2,0,0,0,13,3998
52,GT_RCB_52,GT,Rashid Khan,1.4,10,0,25,0,0,0,0,1,3999
53,CSK_PBKS_53,PBKS,Kagiso Rabada,3,18,0,24,0,1,0,0,7,4038
53,CSK_PBKS_53,PBKS,Arshdeep Singh,4,24,0,42,2,1,0,0,7,4039
53,CSK_PBKS_53,PBKS,Sam Curran,4,24,0,34,1,0,0,0,3,4040
53,CSK_PBKS_53,PBKS,Harpreet Brar,1,6,0,19,0,0,0,0,1,4041
53,CSK_PBKS_53,PBKS,Rahul Chahar,4,24,0,23,3,1,0,0,10,4042
53,CSK_PBKS_53,PBKS,Harshal Patel,4,24,0,24,3,2,0,0,10,4043
53,CSK_PBKS_53,CSK,Mitchell Santner,3,18,0,10,1,0,0,0,11,4081
53,CSK_PBKS_53,CSK,Tushar Deshpande,4,24,0,35,2,1,0,0,11,4082
53,CSK_PBKS_53,CSK,Richard Gleeson,4,24,0,41,0,2,0,0,10,4083
53,CSK_PBKS_53,CSK,Ravindra Jadeja,4,24,0,20,3,0,0,0,9,4084
53,CSK_PBKS_53,CSK,Simarjeet Singh,3,18,0,16,2,0,0,0,11,4085
53,CSK_PBKS_53,CSK,Shardul Thakur,2,12,0,12,1,1,0,0,4,4086
54,LSG_KKR_54,LSG,Marcus Stoinis,2,12,0,29,0,0,0,0,4,4128
54,LSG_KKR_54,LSG,Naveen Ul-Haq,4,24,0,49,3,1,0,0,7,4129
54,LSG_KKR_54,LSG,Yash Thakur,4,24,0,46,1,3,0,0,7,4130
54,LSG_KKR_54,LSG,Krunal Pandya,2,12,0,26,0,6,0,0,2,4131
54,LSG_KKR_54,LSG,Ravi Bishnoi,4,24,0,33,1,2,0,0,8,4132
54,LSG_KKR_54,LSG,Yudhvir Charak,2,12,0,24,1,0,0,0,2,4133
54,LSG_KKR_54,KKR,Vaibhav Arora,2,12,0,21,0,1,0,0,4,4168
54,LSG_KKR_54,KKR,Mitchell Starc,2,12,0,22,1,0,0,0,5,4169
54,LSG_KKR_54,KKR,Sunil Narine,4,24,0,22,1,1,0,0,8,4170
54,LSG_KKR_54,KKR,Harshit Rana,3.1,19,0,24,3,1,0,0,8,4171
54,LSG_KKR_54,KKR,Varun Chakaravarthy,3,18,0,30,3,0,0,0,8,4172
54,LSG_KKR_54,KKR,Andre Russell,2,12,0,17,2,3,0,0,4,4173
55,MI_SRH_55,MI,Nuwan Thushara,4,24,0,42,0,4,1,0,7,4216
55,MI_SRH_55,MI,Anshul Kamboj,4,24,0,42,1,1,2,0,9,4217
55,MI_SRH_55,MI,Jasprit Bumrah,4,24,0,23,1,1,0,0,9,4218
55,MI_SRH_55,MI,Hardik Pandya,4,24,0,31,3,1,0,0,7,4219
55,MI_SRH_55,MI,Piyush Chawla,4,24,0,33,3,2,0,0,7,4220
55,MI_SRH_55,SRH,Bhuvneshwar Kumar,4,24,1,22,1,1,0,0,17,4256
55,MI_SRH_55,SRH,Marco Jansen,3,18,0,45,1,6,0,0,5,4257
55,MI_SRH_55,SRH,Pat Cummins,4,24,1,35,1,1,0,0,12,4258
55,MI_SRH_55,SRH,T Natarajan,3.2,20,0,31,0,0,0,0,8,4259
55,MI_SRH_55,SRH,Nitish Reddy,2,12,0,16,0,0,0,0,5,4260
55,MI_SRH_55,SRH,Shahbaz Ahmed,1,6,0,11,0,0,0,0,1,4261
56,DC_RR_56,RR,Trent Boult,4,24,0,48,1,0,0,0,8,4297
56,DC_RR_56,RR,Sandeep Sharma,4,24,0,42,1,0,0,0,7,4298
56,DC_RR_56,RR,Avesh Khan,2,12,0,42,0,0,0,0,0,4299
56,DC_RR_56,RR,Ravichandran Ashwin,4,24,0,24,3,0,0,0,6,4300
56,DC_RR_56,RR,Riyan Parag,2,12,0,17,0,1,0,0,4,4301
56,DC_RR_56,RR,Yuzvendra Chahal,4,24,0,48,1,0,0,0,5,4302
56,DC_RR_56,DC,Khaleel Ahmed,4,24,0,47,2,7,0,0,9,4339
56,DC_RR_56,DC,Ishant Sharma,3,18,0,34,0,1,0,0,7,4340
56,DC_RR_56,DC,Mukesh Kumar,3,18,0,30,2,1,0,0,7,4341
56,DC_RR_56,DC,Axar Patel,3,18,0,25,1,0,0,0,9,4342
56,DC_RR_56,DC,Kuldeep Yadav,4,24,0,25,2,0,1,0,10,4343
56,DC_RR_56,DC,Rasikh Dar,3,18,0,36,1,1,0,0,6,4344
57,LSG_SRH_57,SRH,Bhuvneshwar Kumar,4,24,0,12,2,0,0,0,12,4384
57,LSG_SRH_57,SRH,Pat Cummins,4,24,0,47,1,0,0,0,5,4385
57,LSG_SRH_57,SRH,Shahbaz Ahmed,2,12,0,9,0,0,0,0,4,4386
57,LSG_SRH_57,SRH,Vijayakanth Viyaskanth,4,24,0,27,0,0,0,0,8,4387
57,LSG_SRH_57,SRH,Jaydev Unadkat,2,12,0,19,0,0,0,0,4,4388
57,LSG_SRH_57,SRH,T Natarajan,4,24,0,50,0,3,0,0,4,4389
57,LSG_SRH_57,LSG,Krishnappa Gowtham,2,12,0,29,0,1,0,0,5,4422
57,LSG_SRH_57,LSG,Yash Thakur,2.4,16,0,47,0,1,0,0,4,4423
57,LSG_SRH_57,LSG,Ravi Bishnoi,2,12,0,34,0,0,0,0,4,4424
57,LSG_SRH_57,LSG,Naveen Ul-Haq,2,12,0,37,0,0,0,0,1,4425
57,LSG_SRH_57,LSG,Ayush Badoni,1,6,0,19,0,0,0,0,0,4426
58,PBKS_RCB_58,PBKS,Vidhwath Kaverappa,4,24,0,36,2,0,0,0,11,4459
58,PBKS_RCB_58,PBKS,Arshdeep Singh,3,18,0,41,1,2,0,0,5,4460
58,PBKS_RCB_58,PBKS,Sam Curran,3,18,0,50,1,2,0,0,2,4461
58,PBKS_RCB_58,PBKS,Harshal Patel,4,24,0,38,3,1,0,0,7,4462
58,PBKS_RCB_58,PBKS,Rahul Chahar,3,18,0,47,0,0,1,0,5,4463
58,PBKS_RCB_58,PBKS,Liam Livingstone,3,18,0,28,0,1,0,0,4,4464
58,PBKS_RCB_58,RRC,Swapnil Singh,3,18,0,28,2,0,0,0,7,4500
58,PBKS_RCB_58,RCB,Mohammed Siraj,4,24,0,43,3,3,0,0,9,4501
58,PBKS_RCB_58,RCB,Yash Dayal,2,12,0,22,0,1,0,0,5,4502
58,PBKS_RCB_58,RCB,Lockie Ferguson,3,18,0,29,2,0,0,0,6,4503
58,PBKS_RCB_58,RCB,Will Jacks,1,6,0,5,0,0,0,0,1,4504
58,PBKS_RCB_58,RCB,Cameron Green,1,6,0,16,0,0,0,0,1,4505
58,PBKS_RCB_58,RCB,Karn Sharma,3,18,0,36,2,0,0,0,7,4506
59,CSK_GT_59,CSK,Mitchell Santner,2,12,0,31,0,0,0,0,2,4549
59,CSK_GT_59,CSK,Tushar Deshpande,4,24,0,33,2,2,0,0,6,4550
59,CSK_GT_59,CSK,Shardul Thakur,4,24,0,25,0,0,0,0,10,4551
59,CSK_GT_59,CSK,Simarjeet Singh,4,24,0,60,0,2,0,0,4,4552
59,CSK_GT_59,CSK,Ravindra Jadeja,2,12,0,29,0,0,0,0,0,4553
59,CSK_GT_59,CSK,Daryl Mitchell,4,24,0,52,0,1,0,0,2,4554
59,CSK_GT_59,GT,Umesh Yadav,3,18,0,20,1,0,0,0,8,4586
59,CSK_GT_59,GT,Sandeep Warrier,3,18,0,28,1,0,0,0,8,4587
59,CSK_GT_59,GT,Kartik Tyagi,4,24,0,51,0,2,0,0,5,4588
59,CSK_GT_59,GT,Noor Ahmad,2,12,0,25,0,0,0,0,3,4589
59,CSK_GT_59,GT,Rashid Khan,4,24,0,38,2,0,0,0,10,4590
59,CSK_GT_59,GT,Mohit Sharma,4,24,0,31,3,2,0,0,10,4591
6,PBKS_RCB_6,RCB,Mohammed Siraj,4,24,0,26,2,0,0,0,12,4632
6,PBKS_RCB_6,RCB,Yash Dayal,4,24,0,23,1,2,0,0,13,4633
6,PBKS_RCB_6,RCB,Alzarri Joseph,4,24,0,43,1,3,0,0,8,4634
6,PBKS_RCB_6,RCB,Cameron Green,2,12,0,19,0,1,0,0,3,4635
6,PBKS_RCB_6,RCB,Mayank Dagar,3,18,0,34,0,0,0,0,4,4636
6,PBKS_RCB_6,RCB,Glenn Maxwell,3,18,0,29,2,0,0,0,6,4637
6,PBKS_RCB_6,PBKS,Sam Curran,3,18,0,30,1,0,0,0,7,4672
6,PBKS_RCB_6,PBKS,Arshdeep Singh,3.2,20,0,40,0,3,0,0,9,4673
6,PBKS_RCB_6,PBKS,Kagiso Rabada,4,24,0,23,2,1,0,0,13,4674
6,PBKS_RCB_6,PBKS,Harpreet Brar,4,24,0,13,2,0,0,0,12,4675
6,PBKS_RCB_6,PBKS,Harshal Patel,4,24,0,45,1,3,0,0,6,4676
6,PBKS_RCB_6,PBKS,Rahul Chahar,1,6,0,16,0,0,0,0,1,4677
60,KKR_MI_60,MI,Nuwan Thushara,3,18,0,31,1,2,0,0,6,4716
60,KKR_MI_60,MI,Jasprit Bumrah,4,24,0,39,2,0,0,0,10,4717
60,KKR_MI_60,MI,Anshul Kamboj,3,18,0,24,1,1,0,0,7,4718
60,KKR_MI_60,MI,Hardik Pandya,3,18,0,32,0,0,0,0,6,4719
60,KKR_MI_60,MI,Piyush Chawla,3,18,0,28,2,0,0,0,7,4720
60,KKR_MI_60,KKR,Vaibhav Arora,2,12,0,16,0,1,1,0,7,4756
60,KKR_MI_60,KKR,Mitchell Starc,1,6,0,11,0,0,0,0,2,4757
60,KKR_MI_60,KKR,Harshit Rana,3,18,0,34,2,1,0,0,7,4758
60,KKR_MI_60,KKR,Sunil Narine,3,18,0,21,1,0,0,0,10,4759
60,KKR_MI_60,KKR,Varun Chakaravarthy,4,24,0,17,2,1,0,0,12,4760
60,KKR_MI_60,KKR,Andre Russell,3,18,0,34,2,2,0,0,5,4761
61,CSK_RR_61,CSK,Tushar Deshpande,4,24,0,30,2,0,0,0,10,4802
61,CSK_RR_61,CSK,Maheesh Theekshana,4,24,0,28,0,0,0,0,9,4803
61,CSK_RR_61,CSK,Shardul Thakur,4,24,0,32,0,0,0,0,6,4804
61,CSK_RR_61,CSK,Simarjeet Singh,4,24,0,26,3,4,0,0,13,4805
61,CSK_RR_61,CSK,Ravindra Jadeja,4,24,0,24,0,0,0,0,7,4806
61,CSK_RR_61,RR,Trent Boult,2.2,14,0,24,0,1,0,0,6,4840
61,CSK_RR_61,RR,Sandeep Sharma,3,18,0,30,0,1,0,0,5,4841
61,CSK_RR_61,RR,Ravichandran Ashwin,4,24,0,35,2,1,0,0,8,4842
61,CSK_RR_61,RR,Nandre Burger,3,18,0,21,1,0,0,0,7,4843
61,CSK_RR_61,RR,Yuzvendra Chahal,4,24,0,22,1,1,0,0,8,4844
61,CSK_RR_61,RR,Avesh Khan,2,12,0,12,0,1,0,0,3,4845
62,DC_RCB_62,DC,Ishant Sharma,3,18,0,31,1,3,0,0,5,4883
62,DC_RCB_62,DC,Khaleel Ahmed,4,24,0,31,2,0,0,0,9,4884
62,DC_RCB_62,DC,Mukesh Kumar,3,18,0,23,1,0,0,0,9,4885
62,DC_RCB_62,DC,Axar Patel,3,18,0,24,0,0,0,0,5,4886
62,DC_RCB_62,DC,Kuldeep Yadav,4,24,0,52,1,1,0,0,6,4887
62,DC_RCB_62,DC,Rasikh Dar,3,18,0,23,2,3,0,0,5,4888
62,DC_RCB_62,RCB,Swapnil Singh,1,6,0,9,1,0,0,0,2,4926
62,DC_RCB_62,RCB,Mohammed Siraj,4,24,0,33,1,2,0,0,13,4927
62,DC_RCB_62,RCB,Yash Dayal,3.1,19,0,20,3,1,0,0,12,4928
62,DC_RCB_62,RCB,Karn Sharma,2,12,0,19,0,0,0,0,2,4929
62,DC_RCB_62,RCB,Lockie Ferguson,4,24,0,23,2,0,0,0,9,4930
62,DC_RCB_62,RCB,Cameron Green,4,24,0,19,1,2,0,0,12,4931
62,DC_RCB_62,RCB,Will Jacks,1,6,0,16,0,0,0,0,0,4932
64,DC_LSG_64,LSG,Arshad Khan,3,18,0,45,1,5,0,0,5,5011
64,DC_LSG_64,LSG,Mohsin Khan,4,24,0,29,0,0,0,0,11,5012
64,DC_LSG_64,LSG,Yudhvir Charak,2,12,0,28,0,0,0,0,3,5013
64,DC_LSG_64,LSG,Naveen Ul-Haq,4,24,0,51,2,1,0,0,6,5014
64,DC_LSG_64,LSG,Ravi Bishnoi,4,24,0,26,1,0,0,0,9,5015
64,DC_LSG_64,LSG,Krunal Pandya,2,12,0,20,0,1,0,0,3,5016
64,DC_LSG_64,LSG,Deepak Hooda,1,6,0,9,0,1,0,0,1,5017
64,DC_LSG_64,DC,Ishant Sharma,4,24,0,34,3,2,0,0,10,5050
64,DC_LSG_64,DC,Khaleel Ahmed,2,12,0,22,1,1,0,0,7,5051
64,DC_LSG_64,DC,Axar Patel,1,6,0,20,1,0,0,0,2,5052
64,DC_LSG_64,DC,Mukesh Kumar,4,24,0,33,1,2,0,0,9,5053
64,DC_LSG_64,DC,Kuldeep Yadav,4,24,0,33,1,0,0,0,9,5054
64,DC_LSG_64,DC,Tristan Stubbs,1,6,0,4,1,0,0,0,3,5055
64,DC_LSG_64,DC,Gulbadin Naib,1,6,0,12,0,0,0,0,1,5056
64,DC_LSG_64,DC,Rasikh Dar,3,18,0,30,0,0,0,0,5,5057
65,PBKS_RR_65,PBKS,Sam Curran,3,18,0,24,2,0,0,0,11,5099
65,PBKS_RR_65,PBKS,Arshdeep Singh,4,24,0,31,1,0,0,0,12,5100
65,PBKS_RR_65,PBKS,Nathan Ellis,4,24,0,24,1,0,0,0,10,5101
65,PBKS_RR_65,PBKS,Harshal Patel,4,24,0,28,2,1,0,0,8,5102
65,PBKS_RR_65,PBKS,Rahul Chahar,4,24,0,26,2,0,0,0,9,5103
65,PBKS_RR_65,PBKS,Harpreet Brar,1,6,0,10,0,0,0,0,1,5104
65,PBKS_RR_65,RR,Trent Boult,3,18,0,27,1,0,0,0,7,5142
65,PBKS_RR_65,RR,Sandeep Sharma,4,24,0,28,0,0,0,0,11,5143
65,PBKS_RR_65,RR,Avesh Khan,3.5,23,0,28,2,0,0,0,9,5144
65,PBKS_RR_65,RR,Ravichandran Ashwin,4,24,0,31,0,0,0,0,11,5145
65,PBKS_RR_65,RR,Yuzvendra Chahal,4,24,0,31,2,1,0,0,5,5146
67,LSG_MI_67,MI,Nuwan Thushara,4,24,0,28,3,2,0,0,11,5220
67,LSG_MI_67,MI,Arjun Tendulkar,2,12,0,22,0,1,0,0,7,5221
67,LSG_MI_67,MI,Anshul Kamboj,3,18,0,48,0,4,0,0,4,5222
67,LSG_MI_67,MI,Piyush Chawla,4,24,0,29,3,0,0,0,10,5223
67,LSG_MI_67,MI,Nehal Wadhera,2,12,0,13,0,0,0,0,2,5224
67,LSG_MI_67,MI,Hardik Pandya,2,12,0,27,0,0,0,0,1,5225
67,LSG_MI_67,MI,Naman Dhir,0,0,0,17,0,0,0,0,0,5226
67,LSG_MI_67,MI,Romario Shepherd,2,12,0,30,0,4,0,0,5,5227
67,LSG_MI_67,LSG,Arshad Khan,2,12,0,11,0,3,0,0,7,5262
67,LSG_MI_67,LSG,Matt Henry,2,12,0,24,0,2,0,0,4,5263
67,LSG_MI_67,LSG,Krunal Pandya,4,24,0,29,1,1,0,0,10,5264
67,LSG_MI_67,LSG,Mohsin Khan,4,24,0,45,1,3,0,0,9,5265
67,LSG_MI_67,LSG,Naveen Ul-Haq,4,24,0,50,2,1,1,0,8,5266
67,LSG_MI_67,LSG,Ravi Bishnoi,4,24,0,37,2,0,0,0,9,5267
68,CSK_RCB_68,CSK,Tushar Deshpande,4,24,0,49,1,4,0,0,10,5306
68,CSK_RCB_68,CSK,Shardul Thakur,4,24,0,61,2,0,0,0,5,5307
68,CSK_RCB_68,CSK,Maheesh Theekshana,4,24,0,25,0,1,0,0,11,5308
68,CSK_RCB_68,CSK,Mitchell Santner,4,24,0,23,1,0,0,0,10,5309
68,CSK_RCB_68,CSK,Ravindra Jadeja,3,18,0,40,0,0,0,0,2,5310
68,CSK_RCB_68,CSK,Simarjeet Singh,1,6,0,19,0,2,0,0,0,5311
68,CSK_RCB_68,RCB,Glenn Maxwell,4,24,0,25,1,5,0,0,7,5345
68,CSK_RCB_68,RCB,Mohammed Siraj,4,24,0,35,1,1,0,0,7,5346
68,CSK_RCB_68,RCB,Yash Dayal,4,24,0,42,2,0,0,0,9,5347
68,CSK_RCB_68,RCB,Swapnil Singh,2,12,0,13,0,1,0,0,1,5348
68,CSK_RCB_68,RCB,Karn Sharma,1,6,0,14,0,0,0,0,0,5349
68,CSK_RCB_68,RCB,Lockie Ferguson,3,18,0,39,1,0,2,0,6,5350
68,CSK_RCB_68,RCB,Cameron Green,2,12,0,18,1,1,0,0,3,5351
69,PBKS_SRH_69,SRH,Bhuvneshwar Kumar,4,24,0,36,0,0,0,0,8,5391
69,PBKS_SRH_69,SRH,Pat Cummins,4,24,0,36,1,0,0,0,7,5392
69,PBKS_SRH_69,SRH,T Natarajan,4,24,0,33,2,2,0,0,8,5393
69,PBKS_SRH_69,SRH,Vijayakanth Viyaskanth,4,24,0,37,1,0,0,0,10,5394
69,PBKS_SRH_69,SRH,Shahbaz Ahmed,1,6,0,13,0,0,0,0,1,5395
69,PBKS_SRH_69,SRH,Nitish Reddy,3,18,0,54,0,2,1,0,2,5396
69,PBKS_SRH_69,PBKS,Arshdeep Singh,4,24,0,37,2,1,0,0,10,5430
69,PBKS_SRH_69,PBKS,Rishi Dhawan,3,18,0,35,0,1,0,0,5,5431
69,PBKS_SRH_69,PBKS,Harshal Patel,4,24,0,49,2,2,1,0,6,5432
69,PBKS_SRH_69,PBKS,Rahul Chahar,4,24,0,43,0,1,0,0,6,5433
69,PBKS_SRH_69,PBKS,Harpreet Brar,3,18,0,36,1,5,0,0,7,5434
69,PBKS_SRH_69,PBKS,Shashank Singh,1,6,0,5,1,0,0,0,1,5435
69,PBKS_SRH_69,PBKS,Atharva Taide,0.1,1,0,4,0,0,0,0,0,5436
7,CSK_GT_7,GT,Azmatullah Omarzai,3,18,0,30,0,1,0,0,7,5476
7,CSK_GT_7,GT,Umesh Yadav,2,12,0,27,0,1,0,0,5,5477
7,CSK_GT_7,GT,Rashid Khan,4,24,0,49,2,0,0,0,4,5478
7,CSK_GT_7,GT,Ravisrinivasan  Sai Kishore,3,18,0,28,1,2,0,0,6,5479
7,CSK_GT_7,GT,Spencer Johnson,4,24,0,35,1,0,0,0,8,5480
7,CSK_GT_7,GT,Mohit Sharma,4,24,0,36,1,1,0,0,4,5481
7,CSK_GT_7,CSK,Deepak Chahar,4,24,0,28,2,3,0,0,11,5516
7,CSK_GT_7,CSK,Mustafizur Rahman,4,24,0,30,2,0,0,0,10,5517
7,CSK_GT_7,CSK,Tushar Deshpande,4,24,0,21,2,0,0,0,12,5518
7,CSK_GT_7,CSK,Ravindra Jadeja,2,12,0,15,0,0,0,0,2,5519
7,CSK_GT_7,CSK,Daryl Mitchell,2,12,0,18,1,1,0,0,2,5520
7,CSK_GT_7,CSK,Matheesha Prathirana,4,24,0,29,1,5,0,0,13,5521
71,KKR_SRH_71,KKR,Mitchell Starc,4,24,0,34,3,1,0,0,11,5620
71,KKR_SRH_71,KKR,Vaibhav Arora,2,12,0,17,1,2,1,0,5,5621
71,KKR_SRH_71,KKR,Harshit Rana,4,24,0,27,1,1,0,0,9,5622
71,KKR_SRH_71,KKR,Sunil Narine,4,24,0,40,1,0,0,0,7,5623
71,KKR_SRH_71,KKR,Andre Russell,1.3,9,0,15,1,0,0,0,2,5624
71,KKR_SRH_71,KKR,Varun Chakaravarthy,4,24,0,26,2,1,1,0,9,5625
71,KKR_SRH_71,SRH,Bhuvneshwar Kumar,3,18,0,28,0,0,0,0,9,5663
71,KKR_SRH_71,SRH,Pat Cummins,3,18,0,38,1,1,0,0,6,5664
71,KKR_SRH_71,SRH,T Natarajan,3,18,0,22,1,1,0,0,11,5665
71,KKR_SRH_71,SRH,Vijayakanth Viyaskanth,2,12,0,22,0,0,0,0,1,5666
71,KKR_SRH_71,SRH,Travis Head,1.4,10,0,32,0,0,0,0,2,5667
71,KKR_SRH_71,SRH,Nitish Reddy,1,6,0,13,0,0,0,0,1,5668
72,RCB_RR_72,RR,Trent Boult,4,24,0,16,1,0,0,0,14,5703
72,RCB_RR_72,RR,Sandeep Sharma,4,24,0,48,1,0,0,0,3,5704
72,RCB_RR_72,RR,Avesh Khan,4,24,0,44,3,0,0,0,6,5705
72,RCB_RR_72,RR,Ravichandran Ashwin,4,24,0,19,2,2,0,0,9,5706
72,RCB_RR_72,RR,Yuzvendra Chahal,4,24,0,43,1,0,0,0,7,5707
72,RCB_RR_72,RCB,Swapnil Singh,2,12,0,19,0,0,0,0,4,5744
72,RCB_RR_72,RCB,Mohammed Siraj,4,24,0,33,2,3,0,0,7,5745
72,RCB_RR_72,RCB,Yash Dayal,3,18,0,37,0,0,0,0,5,5746
72,RCB_RR_72,RCB,Lockie Ferguson,4,24,0,37,1,0,0,0,9,5747
72,RCB_RR_72,RCB,Karn Sharma,2,12,0,19,1,2,0,0,1,5748
72,RCB_RR_72,RCB,Cameron Green,4,24,0,28,1,0,0,0,9,5749
73,RR_SRH_73,RR,Trent Boult,4,24,0,45,3,2,0,0,7,5788
73,RR_SRH_73,RR,Ravichandran Ashwin,4,24,0,43,0,0,0,0,4,5789
73,RR_SRH_73,RR,Sandeep Sharma,4,24,0,25,2,1,0,0,10,5790
73,RR_SRH_73,RR,Avesh Khan,4,24,0,27,3,2,0,0,11,5791
73,RR_SRH_73,RR,Yuzvendra Chahal,4,24,0,34,0,2,0,0,9,5792
73,RR_SRH_73,SRH,Bhuvneshwar Kumar,3,18,0,33,0,0,0,0,7,5830
73,RR_SRH_73,SRH,Pat Cummins,4,24,0,30,1,1,0,0,10,5831
73,RR_SRH_73,SRH,T Natarajan,3,18,0,13,1,1,0,0,13,5832
73,RR_SRH_73,SRH,Jaydev Unadkat,1,6,0,5,0,1,0,0,2,5833
73,RR_SRH_73,SRH,Shahbaz Ahmed,4,24,0,23,3,0,0,0,13,5834
73,RR_SRH_73,SRH,Abhishek Sharma,4,24,0,24,2,0,0,0,8,5835
73,RR_SRH_73,SRH,Aiden Markram,1,6,0,10,0,0,1,0,2,5836
74,KKR_SRH_74,KKR,Mitchell Starc,3,18,0,14,2,0,0,0,11,5839
74,KKR_SRH_75,KKR,Vaibhav Arora,3,18,0,24,1,4,0,0,9,5840
74,KKR_SRH_76,KKR,Harshit Rana,4,24,1,24,2,1,0,0,13,5841
74,KKR_SRH_77,KKR,Sunil Narine,4,24,0,16,1,0,0,0,9,5842
74,KKR_SRH_78,KKR,Andre Russell,2.3,15,0,19,3,1,0,0,7,5843
74,KKR_SRH_79,KKR,Varun Chakaravarthy,2,12,0,9,1,0,0,0,7,5844
74,KKR_SRH_81,SRH,Bhuvneshwar Kumar,2,12,0,25,0,1,0,0,5,5846
74,KKR_SRH_82,SRH,Pat Cummins,2,12,0,18,1,2,0,0,7,5847
74,KKR_SRH_83,SRH,T Natarajan,2,12,0,29,0,2,0,0,2,5848
74,KKR_SRH_84,SRH,Shahbaz Ahmed,2.3,15,0,22,1,0,0,0,7,5849
74,KKR_SRH_85,SRH,Jaydev Unadkat,1,6,0,9,0,0,0,0,1,5850
74,KKR_SRH_86,SRH,Aiden Markram,1,6,0,5,0,0,0,0,2,5851
8,MI_SRH_8,MI,Kwena Maphaka,4,24,0,66,0,3,0,0,7,5891
8,MI_SRH_8,MI,Hardik Pandya,4,24,0,46,1,0,0,0,5,5892
8,MI_SRH_8,MI,Jasprit Bumrah,4,24,0,36,0,1,1,0,4,5893
8,MI_SRH_8,MI,Gerald Coetzee,4,24,0,57,1,6,1,0,3,5894
8,MI_SRH_8,MI,Piyush Chawla,2,12,0,34,1,0,0,0,1,5895
8,MI_SRH_8,MI,Shams Mulani,2,12,0,33,0,2,0,0,1,5896
8,MI_SRH_8,SRH,Bhuvneshwar Kumar,4,24,0,53,0,0,0,0,7,5928
8,MI_SRH_8,SRH,Jaydev Unadkat,4,24,0,47,2,2,0,0,6,5929
8,MI_SRH_8,SRH,Shahbaz Ahmed,3,18,0,39,1,0,0,0,5,5930
8,MI_SRH_8,SRH,Pat Cummins,4,24,0,35,2,1,0,0,7,5931
8,MI_SRH_8,SRH,Umran Malik,1,6,0,15,0,1,0,0,2,5932
8,MI_SRH_8,SRH,Mayank Markande,4,24,0,52,0,1,1,0,5,5933
9,DC_RR_9,DC,Khaleel Ahmed,4,24,0,24,1,2,0,0,14,5971
9,DC_RR_9,DC,Mukesh Kumar,4,24,0,49,1,1,0,0,8,5972
9,DC_RR_9,DC,Anrich Nortje,4,24,0,48,1,0,0,0,8,5973
9,DC_RR_9,DC,Axar Patel,4,24,0,21,1,0,0,0,6,5974
9,DC_RR_9,DC,Kuldeep Yadav,4,24,0,41,1,2,0,0,5,5975
9,DC_RR_9,RR,Trent Boult,3,18,0,29,0,0,0,0,8,6009
9,DC_RR_9,RR,Nandre Burger,3,18,0,29,2,0,0,0,9,6010
9,DC_RR_9,RR,Ravichandran Ashwin,3,18,0,30,0,1,0,0,4,6011
9,DC_RR_9,RR,Avesh Khan,4,24,0,29,1,1,0,0,8,6012
9,DC_RR_9,RR,Yuzvendra Chahal,3,18,0,19,2,0,0,0,7,6013
9,DC_RR_9,RR,Sandeep Sharma,4,24,0,36,0,2,0,0,3,6014
